,Kpi1,Kpi2,Kpi3_baja,Kpi3_media,Kpi3_alta,Kpi3_critica,Kpi6,Kpi7,Kpi8,Kpi9,Kpi5_performance,Kpi5_softare_failure,Kpi5_default,Kpi5_process_failure,Kpi5_access_failure,Kpi5_telephony_failure,Kpi5_communications_failure,Kpi5_data_issue,Kpi5_hardware_failure,Kpi5_printing_failure,Kpi5_security_issue,Kpi5_cyberattack,Kpi5_software_warning,Kpi4_critica,Kpi4_baja,Kpi4_media,Kpi4_alta
0,4,7606,5316,2159,127,4,4,100.0,0,0,768,1764,126,208,4192,57,96,211,83,44,12,37,8,0,311,348,0
