,Kpi1,Kpi2,Kpi3_baja,Kpi3_media,Kpi3_alta,Kpi3_critica,Kpi6,Kpi7,Kpi8,Kpi9,Kpi5_performance,Kpi5_software_failure,Kpi5_default,Kpi5_process_failure,Kpi5_access_failure,Kpi5_telephony_failure,Kpi5_communications_failure,Kpi5_data_issue,Kpi5_hardware_failure,Kpi5_printing_failure,Kpi5_security_issue,Kpi5_cyberattack,Kpi5_software_warning,Kpi4_critica,Kpi4_baja,Kpi4_media,Kpi4_alta
0,5,7439,5281,2038,115,5,4,1.25,1,5.0,705,1553,211,211,4100,72,126,225,128,49,18,16,25,0,371,465,1
