,Kpi1,Kpi2,Kpi3_baja,Kpi3_media,Kpi3_alta,Kpi3_critica,Kpi6,Kpi7,Kpi8,Kpi9,Kpi5_performance,Kpi5_software_failure,Kpi5_default,Kpi5_process_failure,Kpi5_access_failure,Kpi5_telephony_failure,Kpi5_communications_failure,Kpi5_data_issue,Kpi5_hardware_failure,Kpi5_printing_failure,Kpi5_security_issue,Kpi5_cyberattack,Kpi5_software_warning,Kpi4_critica,Kpi4_baja,Kpi4_media,Kpi4_alta
0,6,7449,5107,2201,135,6,4,1.5,2,3.0,812,1758,153,182,3864,49,148,227,103,55,31,23,41,0,325,430,1
